Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,MonthlyIncome,DistanceFromHome,YearsAtCompany,YearsInCurrentRole,TotalWorkingYears,NumCompaniesWorked,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,StockOptionLevel,TrainingTimesLastYear,PercentSalaryHike,Attrition
38,Male,Married,Research & Development,Laboratory Technician,Other,3,3363,12,9,0,11,2,Travel_Rarely,4,3,3,3,Yes,2,2,23,No
53,Male,Married,Sales,Sales Executive,Other,3,6866,1,2,2,34,3,Travel_Frequently,3,4,3,4,No,1,0,17,No
38,Male,Single,Research & Development,Laboratory Technician,Medical,2,6080,3,15,3,21,3,Travel_Rarely,3,2,3,3,No,1,5,11,No
25,Male,Married,Sales,Sales Representative,Marketing,3,3705,2,0,0,0,6,Travel_Frequently,3,4,3,3,Yes,0,4,20,Yes
25,Female,Single,Sales,Manager,Life Sciences,4,13073,4,2,2,2,1,Travel_Rarely,3,3,2,3,No,2,1,11,No
29,Male,Married,Sales,Sales Representative,Marketing,3,3105,3,7,4,7,4,Travel_Frequently,3,1,3,3,No,1,0,17,No
26,Male,Single,Research & Development,Manufacturing Director,Human Resources,4,7810,3,2,1,8,0,Travel_Rarely,4,4,3,3,No,1,6,11,No
33,Male,Single,Research & Development,Laboratory Technician,Life Sciences,3,3301,1,4,0,4,2,Travel_Rarely,3,4,4,3,Yes,1,6,15,No
27,Male,Married,Research & Development,Research Scientist,Medical,4,4360,2,7,2,7,3,Travel_Rarely,2,3,2,3,No,0,1,17,Yes
43,Female,Married,Sales,Manager,Medical,3,15161,3,2,2,21,3,Travel_Rarely,2,1,2,3,No,1,3,14,No
42,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,4,2523,7,1,1,20,2,Travel_Rarely,3,2,3,3,No,1,0,12,Yes
41,Female,Single,Research & Development,Research Scientist,Medical,3,6704,10,4,0,22,2,Non-Travel,4,2,3,4,No,2,2,14,No
31,Female,Single,Research & Development,Research Director,Technical Degree,1,17609,19,9,1,9,3,Travel_Rarely,2,3,1,3,Yes,1,2,14,No
36,Female,Married,Research & Development,Research Scientist,Marketing,2,7192,4,4,4,18,1,Travel_Rarely,1,2,3,3,Yes,0,2,18,Yes
36,Male,Married,Sales,Sales Executive,Life Sciences,3,7182,2,9,3,13,7,Travel_Rarely,4,4,1,3,No,0,3,11,No
54,Male,Married,Research & Development,Laboratory Technician,Other,3,1304,12,1,1,33,1,Travel_Rarely,3,1,1,3,No,0,6,11,No
47,Male,Single,Sales,Sales Representative,Marketing,4,2230,1,0,0,25,9,Travel_Rarely,3,3,3,3,No,0,2,13,Yes
47,Female,Married,Research & Development,Research Scientist,Other,2,6161,17,0,0,27,5,Travel_Rarely,4,4,3,4,No,2,1,12,No
44,Female,Married,Sales,Manager,Marketing,4,17173,3,21,1,21,2,Travel_Frequently,4,3,2,3,No,1,2,18,No
28,Female,Married,Research & Development,Manufacturing Director,Technical Degree,2,10145,1,7,2,7,4,Travel_Rarely,4,3,3,4,No,3,1,19,No
41,Male,Divorced,Research & Development,Research Director,Technical Degree,2,15226,11,5,0,22,2,Travel_Rarely,2,3,4,3,Yes,0,4,11,No
40,Male,Single,Sales,Sales Executive,Other,3,7138,1,3,3,18,4,Travel_Frequently,2,2,4,3,No,1,3,21,No
40,Female,Married,Research & Development,Laboratory Technician,Medical,3,3263,1,8,3,23,1,Travel_Rarely,4,1,1,3,No,0,6,17,No
34,Female,Divorced,Research & Development,Research Director,Life Sciences,3,16824,4,9,1,13,0,Travel_Rarely,4,3,3,3,No,0,5,11,No
38,Male,Divorced,Research & Development,Laboratory Technician,Medical,4,1878,12,5,2,14,3,Travel_Rarely,4,1,3,3,No,0,2,16,No
27,Female,Divorced,Research & Development,Laboratory Technician,Marketing,2,3942,2,4,3,4,2,Travel_Rarely,2,2,3,3,No,0,4,14,Yes
42,Female,Married,Research & Development,Research Director,Life Sciences,4,16661,17,0,0,24,1,Travel_Frequently,4,2,3,3,No,1,4,13,No
50,Female,Single,Research & Development,Research Director,Other,1,14629,8,1,1,27,4,Travel_Rarely,4,4,2,3,No,1,0,17,No
34,Male,Married,Research & Development,Manufacturing Director,Marketing,4,10823,5,15,0,17,1,Travel_Rarely,3,4,3,3,Yes,1,3,11,No
41,Male,Single,Research & Development,Research Scientist,Life Sciences,2,4759,7,7,4,17,7,Non-Travel,4,4,3,3,No,0,2,18,No
37,Male,Married,Sales,Manager,Life Sciences,3,13146,10,1,1,15,2,Travel_Rarely,1,2,2,4,Yes,1,3,13,No
40,Male,Married,Sales,Sales Representative,Life Sciences,4,2312,7,4,0,17,1,Travel_Rarely,3,3,2,3,No,0,1,17,No
25,Male,Married,Research & Development,Research Scientist,Life Sciences,2,3862,2,0,0,0,4,Travel_Rarely,4,4,3,3,No,1,5,15,No
38,Male,Single,Research & Development,Laboratory Technician,Human Resources,5,3680,17,6,2,14,2,Travel_Rarely,2,2,4,3,No,1,6,16,No
35,Female,Single,Sales,Sales Executive,Other,2,9645,1,16,1,16,2,Travel_Frequently,2,4,3,3,No,2,5,11,No
42,Male,Married,Research & Development,Research Director,Medical,3,15729,1,0,0,19,5,Travel_Rarely,4,4,3,3,No,0,3,11,No
49,Male,Divorced,Research & Development,Research Director,Human Resources,3,13946,1,0,0,31,2,Travel_Rarely,3,4,3,4,Yes,2,5,11,No
33,Male,Divorced,Research & Development,Laboratory Technician,Marketing,4,4576,3,6,0,6,0,Travel_Rarely,3,2,3,4,No,0,3,11,No
41,Male,Married,Research & Development,Laboratory Technician,Human Resources,3,1372,4,1,1,16,2,Travel_Frequently,4,3,4,3,Yes,1,3,11,No
29,Male,Married,Research & Development,Manufacturing Director,Life Sciences,4,10932,2,0,0,2,7,Travel_Frequently,2,4,3,3,Yes,1,3,19,Yes
37,Female,Single,Research & Development,Research Director,Technical Degree,3,17030,11,14,2,14,1,Travel_Rarely,4,1,3,3,No,3,1,19,No
31,Female,Married,Sales,Sales Representative,Technical Degree,4,3877,21,5,0,9,2,Non-Travel,3,4,3,3,No,1,5,13,No
30,Female,Single,Research & Development,Laboratory Technician,Technical Degree,1,4176,3,1,1,9,2,Travel_Rarely,2,4,3,3,No,1,2,11,No
21,Male,Married,Research & Development,Laboratory Technician,Technical Degree,3,2914,1,0,0,0,3,Travel_Rarely,1,2,3,3,No,1,3,11,Yes
39,Male,Single,Research & Development,Research Director,Other,2,16852,2,17,0,17,1,Travel_Rarely,4,4,2,4,No,0,3,20,No
45,Female,Divorced,Research & Development,Manufacturing Director,Medical,4,10373,3,5,4,22,4,Non-Travel,1,2,1,4,Yes,0,2,17,No
36,Male,Married,Research & Development,Manufacturing Director,Medical,3,7939,7,0,0,11,2,Non-Travel,1,4,3,3,No,1,0,17,No
30,Male,Married,Research & Development,Research Director,Other,2,16176,20,0,0,12,2,Travel_Rarely,2,2,3,3,No,1,4,11,No
44,Male,Single,Research & Development,Laboratory Technician,Other,3,5732,3,11,0,23,1,Travel_Rarely,4,1,2,3,No,1,2,11,No
28,Male,Divorced,Research & Development,Laboratory Technician,Marketing,5,3663,5,1,1,9,1,Travel_Frequently,3,4,3,3,No,3,0,13,No
24,Female,Married,Research & Development,Research Scientist,Life Sciences,2,4372,4,3,2,3,2,Travel_Frequently,2,1,3,3,Yes,1,1,22,Yes
26,Male,Married,Sales,Manager,Life Sciences,4,14286,12,3,3,3,3,Travel_Frequently,2,1,3,3,No,1,2,13,No
35,Female,Married,Research & Development,Laboratory Technician,Human Resources,2,5021,13,13,1,13,0,Non-Travel,4,4,3,3,No,0,2,13,No
36,Male,Married,Research & Development,Research Scientist,Medical,2,5030,2,2,0,19,5,Travel_Rarely,3,3,3,3,Yes,2,1,21,Yes
31,Male,Single,Research & Development,Research Director,Technical Degree,3,15418,2,1,1,11,1,Travel_Rarely,4,2,3,3,Yes,1,4,11,No
55,Male,Married,Sales,Sales Executive,Marketing,1,7544,9,3,0,35,0,Non-Travel,4,4,2,3,No,3,4,14,No
42,Male,Divorced,Research & Development,Laboratory Technician,Other,2,4577,3,9,6,17,3,Travel_Rarely,3,1,3,3,No,0,1,11,No
50,Male,Single,Sales,Manager,Life Sciences,2,14129,4,5,0,25,0,Travel_Rarely,1,4,3,3,Yes,1,6,16,No
18,Male,Divorced,Research & Development,Research Scientist,Life Sciences,3,4406,3,0,0,0,5,Travel_Rarely,1,3,3,3,No,0,1,14,No
37,Female,Single,Sales,Sales Executive,Other,3,8897,15,3,1,17,6,Travel_Rarely,4,2,2,3,No,0,4,17,No
29,Male,Single,Research & Development,Laboratory Technician,Life Sciences,3,3802,1,2,1,5,6,Travel_Rarely,3,4,3,3,No,1,2,17,No
28,Female,Married,Research & Development,Laboratory Technician,Other,3,4357,1,6,4,6,2,Travel_Rarely,2,4,3,3,No,1,3,24,No
37,Female,Single,Research & Development,Laboratory Technician,Technical Degree,4,3569,9,7,6,18,8,Travel_Rarely,2,1,3,3,No,0,6,12,No
31,Male,Divorced,Sales,Manager,Life Sciences,3,14026,7,4,3,9,4,Travel_Frequently,4,1,2,3,Yes,1,2,14,No
35,Female,Married,Sales,Manager,Marketing,3,13587,3,10,0,10,0,Travel_Frequently,2,4,3,3,Yes,0,1,14,No
18,Male,Divorced,Sales,Sales Executive,Marketing,4,4831,5,0,0,0,0,Travel_Rarely,3,4,2,3,Yes,1,1,11,Yes
28,Male,Married,Sales,Manager,Medical,4,14652,23,9,3,9,2,Travel_Rarely,2,3,3,3,No,0,4,15,No
26,Female,Single,Research & Development,Research Scientist,Technical Degree,4,4553,6,4,1,4,1,Travel_Frequently,3,4,3,3,No,3,1,12,No
32,Male,Married,Research & Development,Manufacturing Director,Other,3,9168,6,4,4,4,1,Travel_Rarely,3,3,1,3,Yes,0,2,11,No
38,Female,Single,Human Resources,Human Resources,Medical,1,3973,5,14,5,14,3,Travel_Rarely,4,3,3,3,No,0,3,11,No
47,Male,Divorced,Sales,Sales Executive,Medical,1,9785,1,19,3,25,1,Travel_Rarely,3,4,3,3,No,1,2,15,No
26,Female,Single,Research & Development,Research Director,Marketing,3,15727,2,0,0,10,5,Travel_Frequently,4,3,3,3,No,0,2,18,Yes
32,Female,Married,Sales,Manager,Other,4,15951,5,4,4,9,2,Travel_Frequently,1,3,3,4,No,0,4,13,No
31,Male,Divorced,Research & Development,Research Scientist,Technical Degree,4,3389,1,5,3,7,1,Non-Travel,1,1,4,3,No,0,4,14,No
31,Female,Divorced,Sales,Manager,Marketing,4,14724,9,1,0,10,2,Travel_Rarely,1,3,1,4,No,1,4,12,No
31,Male,Single,Research & Development,Manufacturing Director,Life Sciences,4,9953,4,6,1,6,4,Travel_Rarely,4,2,3,3,No,0,1,18,No
38,Male,Single,Research & Development,Laboratory Technician,Technical Degree,3,3721,3,2,2,19,1,Travel_Rarely,3,3,3,3,Yes,0,4,14,No
36,Female,Single,Sales,Sales Executive,Human Resources,3,7833,4,13,0,15,5,Travel_Rarely,3,3,3,3,No,0,3,12,No
34,Male,Single,Research & Development,Research Scientist,Life Sciences,2,5072,1,7,0,14,1,Travel_Rarely,3,4,1,3,No,0,3,15,No
38,Male,Married,Sales,Sales Executive,Marketing,3,8508,5,4,0,14,1,Travel_Rarely,4,3,1,3,Yes,1,6,24,No
35,Female,Divorced,Sales,Manager,Human Resources,3,15489,1,2,2,18,2,Travel_Rarely,1,3,3,3,No,0,2,12,Yes
20,Male,Single,Research & Development,Research Director,Life Sciences,2,16348,18,0,0,0,1,Travel_Rarely,2,1,2,3,No,2,3,11,No
41,Female,Divorced,Research & Development,Research Scientist,Technical Degree,1,5737,4,6,1,19,5,Travel_Rarely,3,3,3,3,No,2,4,18,No
32,Female,Divorced,Sales,Manager,Medical,1,13812,12,10,3,16,5,Travel_Rarely,1,4,3,3,No,0,3,11,No
43,Male,Divorced,Research & Development,Laboratory Technician,Marketing,4,2867,8,2,2,16,3,Travel_Frequently,2,2,3,3,No,2,2,17,No
41,Female,Married,Research & Development,Laboratory Technician,Other,2,2799,2,2,0,23,2,Non-Travel,3,2,3,3,Yes,1,0,21,Yes
35,Male,Married,Research & Development,Laboratory Technician,Other,4,2636,4,0,0,15,4,Travel_Rarely,2,1,3,3,Yes,0,1,25,Yes
36,Female,Single,Research & Development,Laboratory Technician,Marketing,3,2748,1,0,0,17,1,Travel_Frequently,3,3,1,3,Yes,0,0,18,No
34,Female,Married,Sales,Sales Executive,Medical,1,8059,6,11,3,15,1,Travel_Rarely,4,3,3,3,No,0,2,18,No
34,Male,Single,Research & Development,Research Scientist,Medical,1,4457,28,8,1,11,0,Non-Travel,2,3,3,3,No,0,2,18,Yes
26,Female,Divorced,Human Resources,Human Resources,Marketing,3,4449,5,4,2,4,1,Travel_Frequently,3,4,3,3,No,0,2,11,No
34,Female,Single,Sales,Manager,Technical Degree,4,16485,22,12,8,14,4,Non-Travel,4,2,3,3,Yes,1,3,16,No
41,Male,Married,Research & Development,Laboratory Technician,Medical,3,5741,5,19,0,23,0,Travel_Rarely,2,3,3,3,No,0,3,11,No
52,Female,Married,Sales,Manager,Human Resources,3,13207,1,3,3,32,4,Travel_Rarely,2,2,3,3,No,0,3,13,No
29,Male,Married,Research & Development,Research Director,Other,3,14857,16,5,1,5,3,Travel_Rarely,2,3,3,3,No,2,3,14,No
19,Male,Single,Research & Development,Laboratory Technician,Medical,1,3099,5,0,0,0,4,Non-Travel,4,3,2,4,No,2,3,15,No
54,Male,Married,Research & Development,Laboratory Technician,Other,2,2040,3,6,6,27,0,Travel_Rarely,1,4,3,4,No,1,2,15,No
53,Female,Married,Sales,Manager,Medical,3,15196,4,5,5,37,2,Travel_Rarely,4,3,1,3,No,0,4,20,No
18,Female,Divorced,Sales,Sales Representative,Marketing,1,2716,9,0,0,0,3,Travel_Rarely,2,2,4,3,No,3,2,19,Yes
38,Female,Single,Sales,Sales Representative,Human Resources,2,2643,1,7,0,20,3,Travel_Rarely,1,1,3,3,No,2,2,11,No
35,Male,Single,Sales,Sales Executive,Marketing,3,6362,4,3,0,17,3,Travel_Rarely,3,3,3,3,Yes,0,1,11,Yes
42,Male,Single,Research & Development,Research Scientist,Medical,3,5434,7,5,5,24,6,Travel_Frequently,4,3,3,3,No,2,0,18,Yes
46,Female,Married,Research & Development,Laboratory Technician,Life Sciences,5,2684,23,0,0,26,9,Travel_Rarely,3,2,2,3,No,0,4,19,No
29,Male,Single,Research & Development,Manufacturing Director,Marketing,3,9816,28,1,0,11,2,Travel_Rarely,2,3,3,4,Yes,0,4,17,Yes
29,Female,Single,Research & Development,Laboratory Technician,Technical Degree,4,4076,8,1,0,11,5,Travel_Rarely,4,3,4,3,No,0,1,11,No
35,Female,Single,Research & Development,Research Director,Other,1,14928,3,4,4,13,2,Travel_Rarely,3,3,3,3,No,3,3,11,No
25,Male,Divorced,Sales,Manager,Other,4,13831,12,0,0,4,0,Travel_Rarely,3,3,3,3,No,0,0,15,No
36,Female,Married,Research & Development,Laboratory Technician,Other,3,2306,18,1,0,15,2,Travel_Frequently,4,3,2,4,Yes,0,2,11,No
35,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,3,10105,2,0,0,12,1,Travel_Rarely,2,3,3,3,No,2,1,16,No
39,Female,Married,Research & Development,Laboratory Technician,Life Sciences,3,2124,3,0,0,13,5,Travel_Rarely,1,4,3,3,Yes,0,3,15,Yes
30,Male,Divorced,Research & Development,Laboratory Technician,Marketing,3,3183,6,5,3,11,3,Travel_Rarely,3,1,3,4,Yes,1,5,17,No
33,Male,Married,Sales,Sales Executive,Other,4,6598,1,1,0,11,2,Travel_Rarely,3,4,3,3,No,0,3,14,No
42,Male,Divorced,Sales,Manager,Marketing,4,15108,8,2,2,19,4,Non-Travel,2,2,3,4,No,0,2,11,No
39,Female,Divorced,Sales,Sales Executive,Human Resources,3,9393,1,12,0,18,3,Travel_Rarely,3,4,3,3,Yes,0,2,16,No
45,Male,Married,Research & Development,Laboratory Technician,Other,3,3126,20,0,0,26,1,Non-Travel,1,2,2,3,Yes,2,2,13,No
53,Female,Divorced,Research & Development,Laboratory Technician,Medical,4,4264,1,3,3,33,1,Travel_Rarely,3,1,3,3,No,0,3,20,Yes
52,Male,Divorced,Research & Development,Manufacturing Director,Marketing,5,10581,18,4,0,31,4,Travel_Frequently,4,2,3,3,Yes,0,2,13,No
36,Male,Single,Sales,Sales Representative,Medical,2,3041,1,2,1,14,2,Travel_Frequently,4,4,3,3,Yes,0,1,15,No
18,Female,Divorced,Sales,Sales Executive,Human Resources,3,7112,1,4,0,4,8,Travel_Rarely,3,1,3,3,No,0,6,13,No
37,Male,Married,Sales,Manager,Marketing,4,12301,12,4,2,15,0,Travel_Frequently,1,3,2,3,Yes,0,1,11,No
18,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,3,2449,3,0,0,0,2,Non-Travel,4,3,3,3,No,0,3,12,No
42,Female,Single,Research & Development,Laboratory Technician,Medical,5,1644,10,0,0,23,5,Travel_Rarely,4,2,3,3,No,2,0,14,Yes
25,Male,Single,Sales,Sales Executive,Marketing,2,6991,9,0,0,6,3,Travel_Rarely,2,4,3,3,No,1,4,12,No
35,Male,Single,Sales,Sales Executive,Other,4,6318,2,9,3,15,2,Travel_Rarely,1,3,1,4,No,0,5,13,No
31,Male,Married,Research & Development,Research Scientist,Marketing,3,4815,8,12,5,12,2,Travel_Rarely,4,1,3,4,No,0,3,14,No
37,Female,Single,Research & Development,Laboratory Technician,Technical Degree,2,2731,13,0,0,22,4,Travel_Rarely,4,3,2,3,No,1,1,15,No
60,Male,Married,Research & Development,Laboratory Technician,Other,3,2448,4,0,0,40,4,Travel_Rarely,2,3,3,3,No,1,6,14,Yes
24,Female,Single,Research & Development,Research Director,Technical Degree,1,17683,12,2,2,6,4,Travel_Rarely,4,4,3,3,No,0,2,18,No
33,Male,Married,Research & Development,Manufacturing Director,Marketing,1,9455,9,2,0,6,2,Travel_Rarely,2,3,3,4,No,0,6,13,No
46,Male,Single,Human Resources,Manager,Human Resources,4,12741,4,4,3,23,1,Travel_Rarely,4,2,1,3,No,1,6,19,No
43,Male,Single,Sales,Sales Representative,Technical Degree,3,5684,10,23,0,25,3,Travel_Rarely,3,1,3,4,Yes,0,2,23,Yes
47,Male,Single,Sales,Sales Executive,Other,3,6417,7,6,0,29,2,Travel_Rarely,2,3,3,3,No,1,3,11,No
31,Female,Married,Research & Development,Research Scientist,Other,2,6387,18,5,1,5,3,Travel_Rarely,1,4,3,3,Yes,0,3,11,No
26,Male,Divorced,Sales,Sales Executive,Marketing,3,7146,1,0,0,0,6,Non-Travel,4,4,3,3,No,0,5,17,No
32,Male,Married,Research & Development,Research Scientist,Life Sciences,3,5493,10,8,2,8,4,Non-Travel,4,2,2,4,Yes,0,2,18,No
24,Female,Divorced,Research & Development,Laboratory Technician,Life Sciences,3,3973,3,3,2,7,1,Travel_Rarely,3,1,1,3,Yes,0,5,15,No
35,Male,Married,Sales,Sales Executive,Human Resources,3,7489,5,3,2,12,2,Travel_Rarely,3,1,2,4,Yes,0,2,15,No
44,Male,Divorced,Research & Development,Research Director,Marketing,4,15805,5,11,1,23,3,Travel_Frequently,1,3,1,3,Yes,1,2,11,No
41,Female,Married,Sales,Sales Representative,Other,2,1250,1,3,0,20,7,Travel_Rarely,4,4,2,3,No,0,4,18,No
40,Male,Married,Research & Development,Manufacturing Director,Medical,4,9746,11,5,5,21,3,Travel_Rarely,3,2,2,4,No,2,4,24,No
40,Female,Married,Research & Development,Research Director,Technical Degree,3,17252,1,0,0,20,3,Travel_Frequently,1,3,3,3,No,0,2,16,No
38,Male,Divorced,Sales,Sales Representative,Other,2,3308,18,4,1,14,3,Travel_Rarely,2,3,2,3,Yes,0,2,14,Yes
41,Male,Single,Sales,Sales Executive,Technical Degree,4,6805,5,0,0,26,3,Travel_Rarely,2,4,3,3,No,0,2,12,Yes
44,Male,Single,Research & Development,Laboratory Technician,Technical Degree,3,3095,2,0,0,22,2,Travel_Rarely,3,4,2,3,Yes,0,1,19,No
34,Male,Single,Sales,Sales Executive,Life Sciences,5,6786,13,4,0,12,2,Travel_Rarely,1,3,3,3,No,0,4,11,Yes
32,Male,Married,Research & Development,Research Scientist,Marketing,1,4457,2,0,0,14,3,Non-Travel,3,4,3,3,Yes,1,3,19,Yes
25,Female,Single,Sales,Sales Executive,Marketing,3,6950,9,4,3,6,3,Non-Travel,4,4,3,3,No,0,1,13,No
28,Male,Single,Research & Development,Manufacturing Director,Life Sciences,2,11948,7,7,3,7,5,Travel_Frequently,1,3,3,3,No,0,3,11,Yes
37,Male,Married,Sales,Sales Representative,Other,3,3290,19,8,0,15,4,Travel_Frequently,1,4,3,3,No,0,2,13,No
34,Female,Single,Research & Development,Research Director,Human Resources,2,14975,17,0,0,11,3,Travel_Frequently,4,3,1,3,No,1,3,14,No
44,Male,Single,Research & Development,Laboratory Technician,Marketing,3,3164,7,5,1,23,4,Travel_Frequently,3,2,3,4,No,0,0,15,No
42,Male,Married,Sales,Sales Representative,Technical Degree,3,4171,1,3,0,16,2,Travel_Rarely,1,1,3,3,No,2,1,15,No
28,Female,Married,Research & Development,Manufacturing Director,Technical Degree,4,10162,8,6,0,7,1,Travel_Rarely,3,1,2,4,No,1,2,11,No
31,Female,Single,Research & Development,Manufacturing Director,Medical,2,10922,1,0,0,10,6,Travel_Rarely,2,2,3,3,No,2,4,12,No
44,Female,Divorced,Research & Development,Research Scientist,Technical Degree,4,4280,29,4,4,21,3,Non-Travel,3,4,3,3,No,0,2,11,No
43,Female,Married,Research & Development,Research Scientist,Life Sciences,3,4107,5,2,0,25,0,Travel_Rarely,4,4,2,3,No,0,5,11,No
52,Male,Single,Research & Development,Research Scientist,Human Resources,3,5017,7,12,9,32,4,Travel_Rarely,1,2,3,3,No,1,4,15,No
48,Male,Married,Research & Development,Research Scientist,Medical,4,5456,1,2,2,20,2,Travel_Rarely,4,4,3,3,Yes,1,0,15,No
31,Male,Single,Research & Development,Laboratory Technician,Technical Degree,3,1949,5,1,0,10,3,Travel_Rarely,4,4,4,4,No,1,0,16,No
24,Male,Single,Research & Development,Manufacturing Director,Marketing,3,11684,1,0,0,0,3,Travel_Frequently,4,3,3,4,Yes,2,6,16,No
35,Female,Married,Sales,Sales Executive,Medical,3,5773,14,3,0,14,3,Travel_Rarely,4,3,2,4,No,1,1,21,Yes
35,Male,Divorced,Research & Development,Research Scientist,Technical Degree,3,5611,3,4,1,22,4,Non-Travel,4,3,3,3,No,0,3,11,No
24,Male,Single,Sales,Sales Representative,Marketing,3,2797,1,0,0,2,1,Travel_Rarely,4,1,3,3,No,0,1,17,No
38,Male,Married,Sales,Manager,Marketing,4,12977,14,7,1,15,4,Travel_Rarely,3,2,2,4,No,1,6,11,No
41,Male,Single,Research & Development,Research Scientist,Human Resources,3,4237,14,0,0,18,1,Travel_Rarely,2,2,3,4,Yes,1,0,17,No
34,Male,Single,Research & Development,Research Scientist,Human Resources,3,4462,8,11,6,11,2,Travel_Rarely,2,2,3,4,No,1,4,16,No
34,Male,Single,Research & Development,Research Director,Technical Degree,4,16489,2,14,0,14,2,Travel_Rarely,3,3,3,3,No,0,5,15,No
34,Female,Divorced,Research & Development,Research Scientist,Human Resources,3,3906,16,12,6,12,3,Travel_Frequently,4,3,2,3,No,1,1,14,No
44,Female,Single,Sales,Sales Representative,Medical,2,3363,1,11,9,25,3,Travel_Rarely,4,3,3,4,Yes,0,2,17,No
49,Female,Divorced,Research & Development,Research Scientist,Life Sciences,4,5236,3,3,2,17,3,Travel_Rarely,1,4,3,3,No,0,2,14,No
31,Female,Married,Sales,Manager,Technical Degree,2,15604,8,1,1,4,2,Travel_Rarely,3,3,4,3,No,0,1,15,No
33,Male,Single,Research & Development,Laboratory Technician,Medical,3,4294,1,1,1,10,5,Non-Travel,1,1,2,3,No,0,1,11,No
34,Male,Single,Sales,Sales Representative,Technical Degree,2,1263,8,0,0,16,2,Travel_Rarely,2,2,2,3,Yes,0,2,11,Yes
31,Male,Married,Sales,Sales Representative,Medical,2,2974,1,8,2,8,1,Travel_Rarely,4,3,3,3,Yes,0,2,18,No
30,Male,Single,Sales,Sales Executive,Technical Degree,1,5867,10,8,1,15,2,Travel_Frequently,4,4,2,3,No,0,4,19,No
30,Male,Single,Research & Development,Research Scientist,Other,4,3115,7,5,5,6,3,Travel_Rarely,2,3,3,3,No,0,1,14,No
32,Female,Divorced,Research & Development,Laboratory Technician,Other,2,4144,19,8,1,10,2,Travel_Rarely,2,4,3,3,No,1,5,22,No
42,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,4,2964,8,1,0,17,4,Travel_Rarely,2,1,3,3,No,2,0,15,No
42,Female,Single,Sales,Sales Executive,Medical,2,6468,2,5,2,22,1,Travel_Rarely,1,1,3,4,No,0,2,19,Yes
25,Male,Married,Sales,Sales Executive,Marketing,5,5827,1,2,1,2,5,Non-Travel,3,3,2,3,No,0,4,16,No
43,Female,Married,Research & Development,Laboratory Technician,Technical Degree,2,1882,1,0,0,20,3,Travel_Rarely,2,3,1,4,Yes,0,3,16,No
29,Male,Married,Research & Development,Manufacturing Director,Other,4,10214,17,6,1,6,2,Travel_Rarely,1,2,3,3,No,1,3,15,No
33,Male,Married,Sales,Sales Representative,Medical,3,2414,5,15,7,15,1,Travel_Rarely,2,2,3,3,No,0,2,17,No
48,Male,Married,Research & Development,Manufacturing Director,Life Sciences,3,10893,6,2,1,22,3,Travel_Rarely,3,3,2,3,No,0,5,11,No
27,Male,Married,Research & Development,Laboratory Technician,Medical,3,4613,29,8,7,8,3,Travel_Rarely,3,4,3,3,No,1,0,12,Yes
31,Female,Married,Research & Development,Manufacturing Director,Marketing,2,12094,1,14,3,14,3,Travel_Rarely,1,3,2,4,Yes,1,5,21,No
37,Male,Single,Sales,Manager,Technical Degree,2,13140,29,0,0,19,2,Travel_Rarely,3,3,3,3,No,0,2,13,No
41,Male,Single,Research & Development,Laboratory Technician,Marketing,3,4710,19,10,2,24,4,Travel_Frequently,4,4,3,3,No,1,4,11,Yes
38,Male,Divorced,Research & Development,Research Scientist,Medical,1,4785,2,3,0,19,4,Travel_Rarely,4,3,3,3,No,1,2,11,Yes
30,Male,Married,Research & Development,Research Scientist,Marketing,3,4937,1,6,1,13,3,Travel_Rarely,4,2,3,3,No,0,3,11,Yes
26,Female,Single,Research & Development,Laboratory Technician,Technical Degree,4,2953,7,6,6,6,1,Travel_Frequently,1,3,4,3,Yes,1,3,20,Yes
25,Male,Married,Sales,Sales Representative,Technical Degree,2,3536,1,2,1,6,1,Travel_Rarely,2,4,3,3,No,0,3,15,No
36,Female,Married,Sales,Sales Representative,Marketing,3,3857,1,2,2,15,3,Travel_Rarely,2,3,3,3,No,0,0,19,No
34,Female,Married,Human Resources,Manager,Medical,4,13920,17,0,0,9,2,Travel_Rarely,2,4,3,3,No,0,3,13,No
46,Female,Single,Research & Development,Research Director,Human Resources,3,15404,1,16,2,31,0,Travel_Frequently,2,3,2,3,No,0,5,18,No
29,Male,Single,Research & Development,Research Director,Technical Degree,3,15574,1,2,2,2,2,Travel_Frequently,2,4,2,3,Yes,1,2,13,No
45,Male,Married,Sales,Sales Executive,Technical Degree,2,6581,3,3,3,24,4,Non-Travel,4,2,3,3,No,1,5,12,No
29,Male,Single,Human Resources,Human Resources,Human Resources,3,3044,9,4,4,4,3,Travel_Rarely,3,1,3,3,Yes,1,1,11,Yes
24,Female,Divorced,Sales,Sales Representative,Human Resources,3,2261,29,0,0,0,1,Travel_Frequently,4,3,3,3,No,0,2,16,Yes
38,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,3,9297,10,3,0,9,3,Travel_Rarely,1,1,3,3,No,1,2,12,No
